run_name,model_family,cv_ap_all_events_mean,cv_ap_all_events_sampled_mean,cv_ap_labeled_mean,cv_ap_proxy_lastday_mean,cv_valid_pos_rate_primary_mean,submission_path
seq_first_full_006_h20_burst_fullweek_eval_u001_cat_v4,catboost,0.0037714821083116,0.8162888090160167,0.9194648587704556,0.0065211725562859,0.0005695910776504,artifacts/submissions/seq_first_full_006_h20_burst_fullweek_eval_u001_cat_v4__submission_sequence_first.csv
seq_first_full_005_h20_burst_fullweek_eval_u001,xgb,0.0020657869944699,0.8117040437888732,0.9160083364652628,0.0032648674769061,0.0005695910776504,artifacts/submission_sequence_first.csv
